# BEGIN DATA
Process=pp -> e~vj + ev~j
5.000000e+01 6.000000e+01 1.177539e-04 7.069315e-03 7.069315e-03
6.000000e+01 7.000000e+01 2.658324e-04 7.342382e-03 7.342382e-03
7.000000e+01 8.000000e+01 3.580689e-04 9.383706e-03 9.383706e-03
8.000000e+01 9.000000e+01 5.493108e-04 1.079125e-02 1.079125e-02
9.000000e+01 1.000000e+02 7.385864e-04 1.055045e-02 1.055045e-02
1.000000e+02 1.100000e+02 6.815397e-04 1.474386e-02 1.474386e-02
1.100000e+02 1.200000e+02 9.208268e-04 1.830258e-02 1.830258e-02
1.200000e+02 1.300000e+02 8.913573e-04 5.664528e-02 5.664528e-02
1.300000e+02 1.400000e+02 1.427940e-03 7.305591e-02 7.305591e-02
1.400000e+02 1.500000e+02 1.306650e-03 2.074961e-02 2.074961e-02
1.500000e+02 2.000000e+02 1.550879e-03 5.551399e-03 5.551399e-03
2.000000e+02 2.500000e+02 2.141242e-03 4.546491e-03 4.546491e-03
2.500000e+02 3.000000e+02 2.503033e-03 5.801687e-03 5.801687e-03
3.000000e+02 3.500000e+02 2.970980e-03 9.013110e-03 9.013110e-03
3.500000e+02 4.000000e+02 3.168753e-03 1.031375e-02 1.031375e-02
4.000000e+02 4.500000e+02 3.522716e-03 8.991519e-03 8.991519e-03
4.500000e+02 5.000000e+02 3.700087e-03 1.043638e-02 1.043638e-02
5.000000e+02 5.500000e+02 3.869719e-03 1.186141e-02 1.186141e-02
5.500000e+02 6.000000e+02 4.033498e-03 1.247083e-02 1.247083e-02
6.000000e+02 6.500000e+02 3.977615e-03 1.428652e-02 1.428652e-02
6.500000e+02 7.000000e+02 4.227932e-03 1.498654e-02 1.498654e-02
7.000000e+02 7.500000e+02 4.129037e-03 1.743652e-02 1.743652e-02
7.500000e+02 8.000000e+02 4.194671e-03 1.957010e-02 1.957010e-02
8.000000e+02 8.500000e+02 4.195379e-03 2.022894e-02 2.022894e-02
8.500000e+02 9.000000e+02 4.112317e-03 2.185440e-02 2.185440e-02
9.000000e+02 9.500000e+02 4.298071e-03 2.431913e-02 2.431913e-02
9.500000e+02 1.000000e+03 4.266592e-03 2.704018e-02 2.704018e-02
1.000000e+03 1.100000e+03 4.186384e-03 2.084961e-02 2.084961e-02
1.100000e+03 1.200000e+03 3.707956e-03 2.429608e-02 2.429608e-02
1.200000e+03 1.300000e+03 3.651071e-03 2.705334e-02 2.705334e-02
1.300000e+03 1.400000e+03 3.169299e-03 3.088328e-02 3.088328e-02
1.400000e+03 1.600000e+03 3.184214e-03 2.721401e-02 2.721401e-02
1.600000e+03 1.800000e+03 2.369937e-03 3.654358e-02 3.654358e-02
1.800000e+03 2.000000e+03 1.314132e-03 4.314487e-02 4.314487e-02
2.000000e+03 2.200000e+03 -2.188670e-04 -5.930762e-02 -5.930762e-02
2.200000e+03 2.400000e+03 -1.838586e-03 -5.606512e-02 -5.606512e-02
2.400000e+03 2.600000e+03 -9.780246e-04 -7.255813e-02 -7.255813e-02
2.600000e+03 2.800000e+03 -3.817767e-04 -9.322101e-02 -9.322101e-02
2.800000e+03 3.000000e+03 -3.135678e-04 -1.110165e-01 -1.110165e-01
3.000000e+03 6.500000e+03 5.078339e-03 1.255867e-01 1.255867e-01
# END HISTO1D

# BEGIN HISTO1D evj_pTV_dK_PDF_25
# xlow   xhigh   val   errminus  errplus
3.000000e+01 4.000000e+01 1.581821e-04 5.512528e-03 5.512528e-03
4.000000e+01 5.000000e+01 2.288185e-04 6.861281e-03 6.861281e-03
5.000000e+01 6.000000e+01 2.962960e-04 7.066659e-03 7.066659e-03
6.000000e+01 7.000000e+01 3.510911e-04 7.339662e-03 7.339662e-03
7.000000e+01 8.000000e+01 4.279447e-04 9.381527e-03 9.381527e-03
8.000000e+01 9.000000e+01 4.835520e-04 1.079386e-02 1.079386e-02
9.000000e+01 1.000000e+02 5.120160e-04 1.054829e-02 1.054829e-02
1.000000e+02 1.100000e+02 5.571038e-04 1.473614e-02 1.473614e-02
1.100000e+02 1.200000e+02 6.713133e-04 1.828601e-02 1.828601e-02
1.200000e+02 1.300000e+02 6.287256e-04 5.656862e-02 5.656862e-02
1.300000e+02 1.400000e+02 7.557602e-04 7.295236e-02 7.295236e-02
1.400000e+02 1.500000e+02 8.085731e-04 2.073610e-02 2.073610e-02
1.500000e+02 2.000000e+02 9.226466e-04 5.545184e-03 5.545184e-03
2.000000e+02 2.500000e+02 1.283588e-03 4.542943e-03 4.542943e-03
2.500000e+02 3.000000e+02 1.564420e-03 5.796566e-03 5.796566e-03
3.000000e+02 3.500000e+02 1.949588e-03 9.000211e-03 9.000211e-03
3.500000e+02 4.000000e+02 2.076050e-03 1.029158e-02 1.029158e-02
4.000000e+02 4.500000e+02 2.573178e-03 8.982405e-03 8.982405e-03
4.500000e+02 5.000000e+02 2.943038e-03 1.042559e-02 1.042559e-02
5.000000e+02 5.500000e+02 3.352336e-03 1.185212e-02 1.185212e-02
5.500000e+02 6.000000e+02 3.766530e-03 1.246501e-02 1.246501e-02
6.000000e+02 6.500000e+02 4.232964e-03 1.428167e-02 1.428167e-02
6.500000e+02 7.000000e+02 4.671116e-03 1.497590e-02 1.497590e-02
7.000000e+02 7.500000e+02 5.160953e-03 1.742572e-02 1.742572e-02
7.500000e+02 8.000000e+02 5.627129e-03 1.955832e-02 1.955832e-02
8.000000e+02 8.500000e+02 6.191652e-03 2.022229e-02 2.022229e-02
8.500000e+02 9.000000e+02 6.796186e-03 2.185415e-02 2.185415e-02
9.000000e+02 9.500000e+02 7.217555e-03 2.431792e-02 2.431792e-02
9.500000e+02 1.000000e+03 7.599934e-03 2.703862e-02 2.703862e-02
1.000000e+03 1.100000e+03 8.624672e-03 2.085544e-02 2.085544e-02
1.100000e+03 1.200000e+03 9.639661e-03 2.431097e-02 2.431097e-02
1.200000e+03 1.300000e+03 1.101906e-02 2.707791e-02 2.707791e-02
1.300000e+03 1.400000e+03 1.233588e-02 3.092145e-02 3.092145e-02
1.400000e+03 1.600000e+03 1.527977e-02 2.727780e-02 2.727780e-02
1.600000e+03 1.800000e+03 1.996429e-02 3.662941e-02 3.662941e-02
1.800000e+03 2.000000e+03 2.863303e-02 4.340743e-02 4.340743e-02
2.000000e+03 2.200000e+03 3.838944e-02 6.005258e-02 6.005258e-02
2.200000e+03 2.400000e+03 5.348383e-02 5.679144e-02 5.679144e-02
2.400000e+03 2.600000e+03 7.678141e-02 7.394814e-02 7.394814e-02
2.600000e+03 2.800000e+03 1.033075e-01 9.527267e-02 9.527267e-02
2.800000e+03 3.000000e+03 1.356175e-01 1.139495e-01 1.139495e-01
3.000000e+03 6.500000e+03 2.350753e-01 1.300226e-01 1.300226e-01
# END HISTO1D

# BEGIN HISTO1D evj_pTV_dK_PDF_26
# xlow   xhigh   val   errminus  errplus
3.000000e+01 4.000000e+01 -4.043168e-04 -5.512121e-03 -5.512121e-03
4.000000e+01 5.000000e+01 -2.090530e-04 -6.860295e-03 -6.860295e-03
5.000000e+01 6.000000e+01 -1.221677e-04 -7.065678e-03 -7.065678e-03
6.000000e+01 7.000000e+01 -3.922943e-05 -7.339967e-03 -7.339967e-03
7.000000e+01 8.000000e+01 1.357165e-04 9.381893e-03 9.381893e-03
8.000000e+01 9.000000e+01 1.264944e-04 1.079130e-02 1.079130e-02
9.000000e+01 1.000000e+02 1.852566e-04 1.054536e-02 1.054536e-02
1.000000e+02 1.100000e+02 2.867776e-04 1.473231e-02 1.473231e-02
1.100000e+02 1.200000e+02 3.533681e-04 1.828395e-02 1.828395e-02
1.200000e+02 1.300000e+02 3.750919e-04 5.653957e-02 5.653957e-02
1.300000e+02 1.400000e+02 3.817521e-04 7.291099e-02 7.291099e-02
1.400000e+02 1.500000e+02 3.755856e-04 2.073419e-02 2.073419e-02
1.500000e+02 2.000000e+02 4.889768e-04 5.544604e-03 5.544604e-03
2.000000e+02 2.500000e+02 5.133487e-04 4.542557e-03 4.542557e-03
2.500000e+02 3.000000e+02 4.569642e-04 5.795575e-03 5.795575e-03
3.000000e+02 3.500000e+02 3.627225e-04 9.000087e-03 9.000087e-03
3.500000e+02 4.000000e+02 2.020824e-04 1.030214e-02 1.030214e-02
4.000000e+02 4.500000e+02 1.145314e-04 8.977068e-03 8.977068e-03
4.500000e+02 5.000000e+02 -4.967416e-05 -1.041687e-02 -1.041687e-02
5.000000e+02 5.500000e+02 -2.467672e-04 -1.183932e-02 -1.183932e-02
5.500000e+02 6.000000e+02 -2.899197e-04 -1.245011e-02 -1.245011e-02
6.000000e+02 6.500000e+02 -5.433254e-04 -1.425911e-02 -1.425911e-02
6.500000e+02 7.000000e+02 -7.013765e-04 -1.495558e-02 -1.495558e-02
7.000000e+02 7.500000e+02 -8.220611e-04 -1.740054e-02 -1.740054e-02
7.500000e+02 8.000000e+02 -9.823214e-04 -1.952785e-02 -1.952785e-02
8.000000e+02 8.500000e+02 -1.090826e-03 -2.018358e-02 -2.018358e-02
8.500000e+02 9.000000e+02 -1.290496e-03 -2.180624e-02 -2.180624e-02
9.000000e+02 9.500000e+02 -1.437212e-03 -2.426141e-02 -2.426141e-02
9.500000e+02 1.000000e+03 -1.701837e-03 -2.697348e-02 -2.697348e-02
1.000000e+03 1.100000e+03 -1.871466e-03 -2.079945e-02 -2.079945e-02
1.100000e+03 1.200000e+03 -2.507791e-03 -2.423669e-02 -2.423669e-02
1.200000e+03 1.300000e+03 -3.080668e-03 -2.698333e-02 -2.698333e-02
1.300000e+03 1.400000e+03 -3.563303e-03 -3.080423e-02 -3.080423e-02
1.400000e+03 1.600000e+03 -4.057562e-03 -2.714326e-02 -2.714326e-02
1.600000e+03 1.800000e+03 -5.160601e-03 -3.644302e-02 -3.644302e-02
1.800000e+03 2.000000e+03 -5.865008e-03 -4.307101e-02 -4.307101e-02
2.000000e+03 2.200000e+03 -6.139111e-03 -5.924570e-02 -5.924570e-02
2.200000e+03 2.400000e+03 -6.808046e-03 -5.593020e-02 -5.593020e-02
2.400000e+03 2.600000e+03 -3.627667e-03 -7.253655e-02 -7.253655e-02
2.600000e+03 2.800000e+03 1.032754e-03 9.331358e-02 9.331358e-02
2.800000e+03 3.000000e+03 4.349606e-03 1.111052e-01 1.111052e-01
3.000000e+03 6.500000e+03 1.782912e-02 1.256856e-01 1.256856e-01
# END HISTO1D

# BEGIN HISTO1D evj_pTV_dK_PDF_27
# xlow   xhigh   val   errminus  errplus
3.000000e+01 4.000000e+01 -1.123035e-03 -5.510106e-03 -5.510106e-03
4.000000e+01 5.000000e+01 -1.189005e-03 -6.858767e-03 -6.858767e-03
5.000000e+01 6.000000e+01 -1.211013e-03 -7.062902e-03 -7.062902e-03
6.000000e+01 7.000000e+01 -1.212832e-03 -7.337842e-03 -7.337842e-03
7.000000e+01 8.000000e+01 -1.304766e-03 -9.380092e-03 -9.380092e-03
8.000000e+01 9.000000e+01 -1.277959e-03 -1.078731e-02 -1.078731e-02
9.000000e+01 1.000000e+02 -1.284244e-03 -1.054113e-02 -1.054113e-02
1.000000e+02 1.100000e+02 -1.309852e-03 -1.473413e-02 -1.473413e-02
1.100000e+02 1.200000e+02 -1.346000e-03 -1.829172e-02 -1.829172e-02
1.200000e+02 1.300000e+02 -1.305712e-03 -5.651529e-02 -5.651529e-02
1.300000e+02 1.400000e+02 -1.297021e-03 -7.287790e-02 -7.287790e-02
1.400000e+02 1.500000e+02 -1.323175e-03 -2.072533e-02 -2.072533e-02
1.500000e+02 2.000000e+02 -1.280969e-03 -5.543844e-03 -5.543844e-03
2.000000e+02 2.500000e+02 -1.260307e-03 -4.539365e-03 -4.539365e-03
2.500000e+02 3.000000e+02 -1.164584e-03 -5.789629e-03 -5.789629e-03
3.000000e+02 3.500000e+02 -1.096449e-03 -9.001357e-03 -9.001357e-03
3.500000e+02 4.000000e+02 -9.089676e-04 -1.033808e-02 -1.033808e-02
4.000000e+02 4.500000e+02 -9.826606e-04 -8.975047e-03 -8.975047e-03
4.500000e+02 5.000000e+02 -9.093050e-04 -1.041427e-02 -1.041427e-02
5.000000e+02 5.500000e+02 -8.724347e-04 -1.183742e-02 -1.183742e-02
5.500000e+02 6.000000e+02 -9.193384e-04 -1.244456e-02 -1.244456e-02
6.000000e+02 6.500000e+02 -8.048204e-04 -1.425302e-02 -1.425302e-02
6.500000e+02 7.000000e+02 -7.843030e-04 -1.495418e-02 -1.495418e-02
7.000000e+02 7.500000e+02 -7.995094e-04 -1.740214e-02 -1.740214e-02
7.500000e+02 8.000000e+02 -8.567666e-04 -1.953264e-02 -1.953264e-02
8.000000e+02 8.500000e+02 -8.965621e-04 -2.018339e-02 -2.018339e-02
8.500000e+02 9.000000e+02 -1.025971e-03 -2.180780e-02 -2.180780e-02
9.000000e+02 9.500000e+02 -9.628139e-04 -2.426235e-02 -2.426235e-02
9.500000e+02 1.000000e+03 -7.893858e-04 -2.697788e-02 -2.697788e-02
1.000000e+03 1.100000e+03 -1.177766e-03 -2.080174e-02 -2.080174e-02
1.100000e+03 1.200000e+03 -1.068026e-03 -2.424235e-02 -2.424235e-02
1.200000e+03 1.300000e+03 -1.141939e-03 -2.700727e-02 -2.700727e-02
1.300000e+03 1.400000e+03 -1.177987e-03 -3.084113e-02 -3.084113e-02
1.400000e+03 1.600000e+03 -1.928845e-03 -2.718963e-02 -2.718963e-02
1.600000e+03 1.800000e+03 -3.252273e-03 -3.654703e-02 -3.654703e-02
1.800000e+03 2.000000e+03 -6.323717e-03 -4.319284e-02 -4.319284e-02
2.000000e+03 2.200000e+03 -9.662593e-03 -5.927137e-02 -5.927137e-02
2.200000e+03 2.400000e+03 -1.590893e-02 -5.618946e-02 -5.618946e-02
2.400000e+03 2.600000e+03 -2.826277e-02 -7.235555e-02 -7.235555e-02
2.600000e+03 2.800000e+03 -4.324773e-02 -9.275713e-02 -9.275713e-02
2.800000e+03 3.000000e+03 -5.841125e-02 -1.104352e-01 -1.104352e-01
3.000000e+03 6.500000e+03 -1.026467e-01 -1.242338e-01 -1.242338e-01
# END HISTO1D

# BEGIN HISTO1D evj_pTV_dK_PDF_28
# xlow   xhigh   val   errminus  errplus
3.000000e+01 4.000000e+01 1.539465e-03 5.514317e-03 5.514317e-03
4.000000e+01 5.000000e+01 1.423029e-03 6.862191e-03 6.862191e-03
5.000000e+01 6.000000e+01 1.321019e-03 7.067576e-03 7.067576e-03
6.000000e+01 7.000000e+01 1.242216e-03 7.342393e-03 7.342393e-03
7.000000e+01 8.000000e+01 1.115037e-03 9.386490e-03 9.386490e-03
8.000000e+01 9.000000e+01 1.024012e-03 1.079644e-02 1.079644e-02
9.000000e+01 1.000000e+02 8.885876e-04 1.054693e-02 1.054693e-02
1.000000e+02 1.100000e+02 8.575759e-04 1.473679e-02 1.473679e-02
1.100000e+02 1.200000e+02 7.524359e-04 1.829180e-02 1.829180e-02
1.200000e+02 1.300000e+02 7.544871e-04 5.650250e-02 5.650250e-02
1.300000e+02 1.400000e+02 4.483711e-04 7.285674e-02 7.285674e-02
1.400000e+02 1.500000e+02 4.656298e-04 2.073402e-02 2.073402e-02
1.500000e+02 2.000000e+02 3.053354e-04 5.544846e-03 5.544846e-03
2.000000e+02 2.500000e+02 -1.170294e-04 -4.540177e-03 -4.540177e-03
2.500000e+02 3.000000e+02 -3.729736e-04 -5.790309e-03 -5.790309e-03
3.000000e+02 3.500000e+02 -7.322294e-04 -9.001446e-03 -9.001446e-03
3.500000e+02 4.000000e+02 -7.869848e-04 -1.033905e-02 -1.033905e-02
4.000000e+02 4.500000e+02 -1.122735e-03 -8.970977e-03 -8.970977e-03
4.500000e+02 5.000000e+02 -1.239117e-03 -1.040925e-02 -1.040925e-02
5.000000e+02 5.500000e+02 -1.505997e-03 -1.183208e-02 -1.183208e-02
5.500000e+02 6.000000e+02 -1.646015e-03 -1.244000e-02 -1.244000e-02
6.000000e+02 6.500000e+02 -1.700132e-03 -1.424730e-02 -1.424730e-02
6.500000e+02 7.000000e+02 -1.837499e-03 -1.494522e-02 -1.494522e-02
7.000000e+02 7.500000e+02 -1.964468e-03 -1.739192e-02 -1.739192e-02
7.500000e+02 8.000000e+02 -1.973642e-03 -1.952174e-02 -1.952174e-02
8.000000e+02 8.500000e+02 -2.163365e-03 -2.016992e-02 -2.016992e-02
8.500000e+02 9.000000e+02 -2.224219e-03 -2.179454e-02 -2.179454e-02
9.000000e+02 9.500000e+02 -2.227387e-03 -2.424779e-02 -2.424779e-02
9.500000e+02 1.000000e+03 -2.044372e-03 -2.696059e-02 -2.696059e-02
1.000000e+03 1.100000e+03 -2.429789e-03 -2.079047e-02 -2.079047e-02
1.100000e+03 1.200000e+03 -2.473186e-03 -2.422991e-02 -2.422991e-02
1.200000e+03 1.300000e+03 -2.712436e-03 -2.699019e-02 -2.699019e-02
1.300000e+03 1.400000e+03 -2.548409e-03 -3.082453e-02 -3.082453e-02
1.400000e+03 1.600000e+03 -3.422957e-03 -2.717738e-02 -2.717738e-02
1.600000e+03 1.800000e+03 -4.874061e-03 -3.653153e-02 -3.653153e-02
1.800000e+03 2.000000e+03 -8.290605e-03 -4.321146e-02 -4.321146e-02
2.000000e+03 2.200000e+03 -9.658576e-03 -5.934561e-02 -5.934561e-02
2.200000e+03 2.400000e+03 -1.747033e-02 -5.608830e-02 -5.608830e-02
2.400000e+03 2.600000e+03 -2.963284e-02 -7.245390e-02 -7.245390e-02
2.600000e+03 2.800000e+03 -4.420530e-02 -9.291074e-02 -9.291074e-02
2.800000e+03 3.000000e+03 -6.155616e-02 -1.105827e-01 -1.105827e-01
3.000000e+03 6.500000e+03 -1.333223e-01 -1.238098e-01 -1.238098e-01
# END HISTO1D

# BEGIN HISTO1D evj_pTV_dK_PDF_29
# xlow   xhigh   val   errminus  errplus
3.000000e+01 4.000000e+01 3.219761e-04 5.511799e-03 5.511799e-03
4.000000e+01 5.000000e+01 2.765078e-04 6.859030e-03 6.859030e-03
5.000000e+01 6.000000e+01 2.120418e-04 7.065083e-03 7.065083e-03
6.000000e+01 7.000000e+01 1.429034e-04 7.338318e-03 7.338318e-03
7.000000e+01 8.000000e+01 1.448887e-04 9.380233e-03 9.380233e-03
8.000000e+01 9.000000e+01 5.148374e-05 1.079126e-02 1.079126e-02
9.000000e+01 1.000000e+02 -4.874503e-05 -1.054309e-02 -1.054309e-02
1.000000e+02 1.100000e+02 -2.519233e-05 -1.472782e-02 -1.472782e-02
1.100000e+02 1.200000e+02 -6.219727e-05 -1.827733e-02 -1.827733e-02
1.200000e+02 1.300000e+02 -6.234128e-05 -5.648444e-02 -5.648444e-02
1.300000e+02 1.400000e+02 -3.685700e-04 -7.283587e-02 -7.283587e-02
1.400000e+02 1.500000e+02 -2.627112e-04 -2.072837e-02 -2.072837e-02
1.500000e+02 2.000000e+02 -4.013626e-04 -5.542146e-03 -5.542146e-03
2.000000e+02 2.500000e+02 -6.416359e-04 -4.539253e-03 -4.539253e-03
2.500000e+02 3.000000e+02 -8.889223e-04 -5.790362e-03 -5.790362e-03
3.000000e+02 3.500000e+02 -1.111845e-03 -8.991079e-03 -8.991079e-03
3.500000e+02 4.000000e+02 -1.411413e-03 -1.029406e-02 -1.029406e-02
4.000000e+02 4.500000e+02 -1.517642e-03 -8.969277e-03 -8.969277e-03
4.500000e+02 5.000000e+02 -1.682537e-03 -1.040748e-02 -1.040748e-02
5.000000e+02 5.500000e+02 -1.885765e-03 -1.182994e-02 -1.182994e-02
5.500000e+02 6.000000e+02 -1.906006e-03 -1.243996e-02 -1.243996e-02
6.000000e+02 6.500000e+02 -2.053646e-03 -1.424743e-02 -1.424743e-02
6.500000e+02 7.000000e+02 -2.212574e-03 -1.494211e-02 -1.494211e-02
7.000000e+02 7.500000e+02 -2.162973e-03 -1.738673e-02 -1.738673e-02
7.500000e+02 8.000000e+02 -2.198347e-03 -1.951338e-02 -1.951338e-02
8.000000e+02 8.500000e+02 -2.112021e-03 -2.016729e-02 -2.016729e-02
8.500000e+02 9.000000e+02 -2.068799e-03 -2.179198e-02 -2.179198e-02
9.000000e+02 9.500000e+02 -2.012556e-03 -2.424596e-02 -2.424596e-02
9.500000e+02 1.000000e+03 -1.981667e-03 -2.695589e-02 -2.695589e-02
1.000000e+03 1.100000e+03 -1.630638e-03 -2.079005e-02 -2.079005e-02
1.100000e+03 1.200000e+03 -1.538878e-03 -2.423124e-02 -2.423124e-02
1.200000e+03 1.300000e+03 -9.954598e-04 -2.698851e-02 -2.698851e-02
1.300000e+03 1.400000e+03 -5.955620e-04 -3.081878e-02 -3.081878e-02
1.400000e+03 1.600000e+03 7.466711e-04 2.717455e-02 2.717455e-02
1.600000e+03 1.800000e+03 2.316292e-03 3.650536e-02 3.650536e-02
1.800000e+03 2.000000e+03 5.853296e-03 4.317664e-02 4.317664e-02
2.000000e+03 2.200000e+03 9.147681e-03 5.943599e-02 5.943599e-02
2.200000e+03 2.400000e+03 1.517140e-02 5.620077e-02 5.620077e-02
2.400000e+03 2.600000e+03 2.685531e-02 7.296261e-02 7.296261e-02
2.600000e+03 2.800000e+03 4.035601e-02 9.386924e-02 9.386924e-02
2.800000e+03 3.000000e+03 5.777132e-02 1.120508e-01 1.120508e-01
3.000000e+03 6.500000e+03 1.257823e-01 1.275346e-01 1.275346e-01
# END HISTO1D

# BEGIN HISTO1D evj_pTV_dK_PDF_30
# xlow   xhigh   val   errminus  errplus
3.000000e+01 4.000000e+01 1.728753e-04 5.512741e-03 5.512741e-03
4.000000e+01 5.000000e+01 1.357927e-04 6.861445e-03 6.861445e-03
5.000000e+01 6.000000e+01 1.098123e-04 7.066512e-03 7.066512e-03
6.000000e+01 7.000000e+01 6.511801e-05 7.339585e-03 7.339585e-03
7.000000e+01 8.000000e+01 6.350419e-05 9.381428e-03 9.381428e-03
8.000000e+01 9.000000e+01 3.433092e-05 1.079156e-02 1.079156e-02
9.000000e+01 1.000000e+02 4.350662e-06 1.054640e-02 1.054640e-02
1.000000e+02 1.100000e+02 -3.965530e-05 -1.473719e-02 -1.473719e-02
1.100000e+02 1.200000e+02 -2.019875e-05 -1.829054e-02 -1.829054e-02
1.200000e+02 1.300000e+02 -1.154878e-04 -5.655739e-02 -5.655739e-02
1.300000e+02 1.400000e+02 -1.690479e-05 -7.293656e-02 -7.293656e-02
1.400000e+02 1.500000e+02 -1.184964e-04 -2.073492e-02 -2.073492e-02
1.500000e+02 2.000000e+02 -1.647887e-04 -5.544799e-03 -5.544799e-03
2.000000e+02 2.500000e+02 -2.216097e-04 -4.541164e-03 -4.541164e-03
2.500000e+02 3.000000e+02 -3.063400e-04 -5.793601e-03 -5.793601e-03
3.000000e+02 3.500000e+02 -3.360213e-04 -8.998583e-03 -8.998583e-03
3.500000e+02 4.000000e+02 -4.951649e-04 -1.029963e-02 -1.029963e-02
4.000000e+02 4.500000e+02 -4.935584e-04 -8.976384e-03 -8.976384e-03
4.500000e+02 5.000000e+02 -5.595449e-04 -1.041679e-02 -1.041679e-02
5.000000e+02 5.500000e+02 -6.558168e-04 -1.183933e-02 -1.183933e-02
5.500000e+02 6.000000e+02 -6.762490e-04 -1.244786e-02 -1.244786e-02
6.000000e+02 6.500000e+02 -8.635010e-04 -1.425684e-02 -1.425684e-02
6.500000e+02 7.000000e+02 -8.503461e-04 -1.495560e-02 -1.495560e-02
7.000000e+02 7.500000e+02 -9.401097e-04 -1.740148e-02 -1.740148e-02
7.500000e+02 8.000000e+02 -1.046827e-03 -1.953033e-02 -1.953033e-02
8.000000e+02 8.500000e+02 -1.041014e-03 -2.018483e-02 -2.018483e-02
8.500000e+02 9.000000e+02 -1.198019e-03 -2.180793e-02 -2.180793e-02
9.000000e+02 9.500000e+02 -1.245588e-03 -2.426388e-02 -2.426388e-02
9.500000e+02 1.000000e+03 -1.253996e-03 -2.697810e-02 -2.697810e-02
1.000000e+03 1.100000e+03 -1.328715e-03 -2.080371e-02 -2.080371e-02
1.100000e+03 1.200000e+03 -1.633672e-03 -2.424453e-02 -2.424453e-02
1.200000e+03 1.300000e+03 -1.636849e-03 -2.699675e-02 -2.699675e-02
1.300000e+03 1.400000e+03 -1.754896e-03 -3.082460e-02 -3.082460e-02
1.400000e+03 1.600000e+03 -1.520965e-03 -2.717101e-02 -2.717101e-02
1.600000e+03 1.800000e+03 -1.311860e-03 -3.648887e-02 -3.648887e-02
1.800000e+03 2.000000e+03 -1.014937e-03 -4.309863e-02 -4.309863e-02
2.000000e+03 2.200000e+03 -1.856184e-03 -5.921223e-02 -5.921223e-02
2.200000e+03 2.400000e+03 -1.024137e-03 -5.604407e-02 -5.604407e-02
2.400000e+03 2.600000e+03 1.209989e-03 7.249002e-02 7.249002e-02
2.600000e+03 2.800000e+03 2.800172e-03 9.307519e-02 9.307519e-02
2.800000e+03 3.000000e+03 7.460819e-03 1.109642e-01 1.109642e-01
3.000000e+03 6.500000e+03 3.101492e-02 1.257326e-01 1.257326e-01
# END HISTO1D

# BEGIN HISTO1D evj_pTV_dK_PDF_31
# xlow   xhigh   val   errminus  errplus
3.000000e+01 4.000000e+01 1.163824e-03 5.512567e-03 5.512567e-03
4.000000e+01 5.000000e+01 1.096228e-03 6.859922e-03 6.859922e-03
5.000000e+01 6.000000e+01 1.018890e-03 7.064543e-03 7.064543e-03
6.000000e+01 7.000000e+01 9.237984e-04 7.340763e-03 7.340763e-03
7.000000e+01 8.000000e+01 9.435233e-04 9.384220e-03 9.384220e-03
8.000000e+01 9.000000e+01 8.089376e-04 1.079293e-02 1.079293e-02
9.000000e+01 1.000000e+02 7.963919e-04 1.054419e-02 1.054419e-02
1.000000e+02 1.100000e+02 8.434738e-04 1.473709e-02 1.473709e-02
1.100000e+02 1.200000e+02 7.038137e-04 1.829111e-02 1.829111e-02
1.200000e+02 1.300000e+02 7.908816e-04 5.647820e-02 5.647820e-02
1.300000e+02 1.400000e+02 3.215525e-04 7.282468e-02 7.282468e-02
1.400000e+02 1.500000e+02 5.935435e-04 2.072701e-02 2.072701e-02
1.500000e+02 2.000000e+02 3.750605e-04 5.539006e-03 5.539006e-03
2.000000e+02 2.500000e+02 -4.052873e-05 -4.539236e-03 -4.539236e-03
2.500000e+02 3.000000e+02 -3.748485e-04 -5.788004e-03 -5.788004e-03
3.000000e+02 3.500000e+02 -8.206630e-04 -8.988120e-03 -8.988120e-03
3.500000e+02 4.000000e+02 -1.223192e-03 -1.030522e-02 -1.030522e-02
4.000000e+02 4.500000e+02 -1.676360e-03 -8.970699e-03 -8.970699e-03
4.500000e+02 5.000000e+02 -2.147678e-03 -1.040525e-02 -1.040525e-02
5.000000e+02 5.500000e+02 -2.457614e-03 -1.182597e-02 -1.182597e-02
5.500000e+02 6.000000e+02 -2.919853e-03 -1.243230e-02 -1.243230e-02
6.000000e+02 6.500000e+02 -3.245260e-03 -1.423172e-02 -1.423172e-02
6.500000e+02 7.000000e+02 -3.809361e-03 -1.493459e-02 -1.493459e-02
7.000000e+02 7.500000e+02 -3.972665e-03 -1.737651e-02 -1.737651e-02
7.500000e+02 8.000000e+02 -4.519392e-03 -1.949800e-02 -1.949800e-02
8.000000e+02 8.500000e+02 -4.666021e-03 -2.015161e-02 -2.015161e-02
8.500000e+02 9.000000e+02 -4.912735e-03 -2.177304e-02 -2.177304e-02
9.000000e+02 9.500000e+02 -5.360292e-03 -2.421881e-02 -2.421881e-02
9.500000e+02 1.000000e+03 -6.192789e-03 -2.692293e-02 -2.692293e-02
1.000000e+03 1.100000e+03 -6.328368e-03 -2.075399e-02 -2.075399e-02
1.100000e+03 1.200000e+03 -6.385804e-03 -2.418286e-02 -2.418286e-02
1.200000e+03 1.300000e+03 -6.982483e-03 -2.693979e-02 -2.693979e-02
1.300000e+03 1.400000e+03 -7.713972e-03 -3.075064e-02 -3.075064e-02
